시도,시군구,어린이집명,어린이집유형구분,운영현황,우편번호,주소,어린이집전화번호,어린이집팩스번호,보육실수,보육실면적,놀이터수,CCTV설치수,보육교직원수,정원수,현원수,lat,long,통학차량운영여부,홈페이지주소,인가일자,휴지시작일자,휴지종료일자,폐지일자
서울특별시,서대문구,꿈별어린이집,국공립,정상,3647.0,서울특별시 서대문구 통일로 505 단지 내,02-379-8500,02-379-8501,4,107,1,12,12,33,33,37.59570530208617,126.93912524238776,미운영,,2023-03-01,,,
서울특별시,마포구,샘물어린이집,국공립,정상,3954.0,서울특별시 마포구 방울내로 21 구립샘물어린이집,02-336-3424,02-336-3140,7,555,1,16,16,90,73,37.55824689,126.8982382,미운영,http://sammul.childnet.co.kr,1984-06-01,,,
서울특별시,마포구,연봉어린이집,국공립,정상,4183.0,서울특별시 마포구 만리재로16길 20-8 ,02-711-3927,02-711-3920,6,260,2,14,8,16,9,37.55025186,126.9623671,미운영,,2004-04-01,,,
서울특별시,마포구,신수어린이집,국공립,정상,4088.0,서울특별시 마포구 토정로17길 16-5 ,02-703-1686,02-703-1689,6,186,1,11,15,70,53,37.54537202,126.9360622,미운영,sinsukids@naver.com,1993-06-18,,,
서울특별시,마포구,신덕어린이집,국공립,정상,4189.0,서울특별시 마포구 만리재로 34 ,02-712-9348,02-712-9055,5,183,1,16,16,69,57,37.54476636979075,126.954547012952,미운영,,1983-07-25,,,
서울특별시,마포구,88상암어린이집,법인·단체등,정상,3930.0,서울특별시 마포구 월드컵북로44길 6 (상암동),02-374-0816,02-374-0816,5,133,2,6,9,29,26,37.5754196,126.8962112,미운영,,1988-09-01,,,
서울특별시,마포구,중동 어린이집,국공립,정상,3941.0,서울특별시 마포구 월드컵북로38가길 8-1 ,02-375-6755,02-376-5435,6,301,2,8,17,81,64,37.57011436,126.9041434,미운영,cafe.naver.com/jungdongkids,1991-06-01,,,
서울특별시,마포구,창전어린이집,국공립,정상,4099.0,서울특별시 마포구 창전로 69 (창전동),02-324-5131,02-324-5830,5,245,1,11,11,79,42,37.5485976,126.932455,미운영,changjen.ukid.kr,1982-06-07,,,
서울특별시,마포구,상암어린이집,국공립,정상,3913.0,서울특별시 마포구 월드컵북로47길 8 월드컵아파트 1단지,02-374-0216,02-373-0416,5,201,2,11,17,65,49,37.57475896569971,126.89334054715764,미운영,http://sangam.ukid.kr,1982-12-30,,,
서울특별시,마포구,서강사랑어린이집,법인·단체등,정상,4065.0,서울특별시 마포구 독막로 127 (창전동),02-324-4020,02-324-4021,5,135,0,6,5,32,8,37.54820954,126.9278127,미운영,,1997-02-24,,,
서울특별시,마포구,염리어린이집,국공립,정상,4135.0,서울특별시 마포구 숭문길 72 (염리동) 염리어린이집,02-719-4845,02-719-4847,5,295,1,16,15,65,60,37.54994229544308,126.9472922553143,미운영,,1989-08-16,,,
서울특별시,마포구,마포어린이집,국공립,정상,4051.0,서울특별시 마포구 양화로18안길 21 (동교동),02-334-4743,02-334-4745,4,106,1,12,10,42,22,37.557012506783806,126.92567071559252,미운영,https://cafe.naver.com/mapodc,1977-11-17,,,
서울특별시,마포구,노고산어린이집,국공립,정상,4102.0,서울특별시 마포구 신촌로20길 15 (노고산동),02-717-0220,02-717-0254,5,130,2,10,10,33,15,37.55458482,126.9384336,미운영,nogosan1118@hanmail.net,1982-12-01,,,
서울특별시,마포구,진선미어린이집,국공립,정상,4176.0,서울특별시 마포구 마포대로4나길 28 진선미어린이집,02-714-1486,02-715-3045,5,573,1,8,21,71,57,37.53779976,126.9451065,미운영,http://cafe.daum.net/jsmkids,1981-02-18,,,
서울특별시,마포구,서교어린이집,국공립,정상,4002.0,서울특별시 마포구 월드컵북로7길 43 (서교동),02-332-9285,02-337-3495,5,156,1,8,11,59,33,37.55751912508778,126.91566230059166,미운영,http://seokyo.kidswon.com,1996-02-01,,,
서울특별시,마포구,고은어린이집,가정,정상,4170.0,"서울특별시 마포구 도화길 28 107동 104호(도화동, 삼성아파트)",02-717-1124,--,3,56,1,4,11,20,16,37.54005599,126.9503681,미운영,,2004-05-03,,,
서울특별시,마포구,서강어린이집,국공립,정상,4065.0,서울특별시 마포구 와우산로30길 79 (창전동),02-337-1394,02-333-8453,5,183,1,13,20,79,60,37.55209101099098,126.92818341211436,미운영,http://cafe.daum.net/seogang1394,1982-08-10,,,
서울특별시,마포구,구립 연화어린이집,국공립,정상,4171.0,서울특별시 마포구 도화4길 94 (도화동),02-713-8318,02-713-8327,7,355,2,24,17,94,59,37.5382738,126.9504768,미운영,,2005-04-01,,,
서울특별시,마포구,은강어린이집,법인·단체등,정상,4162.0,서울특별시 마포구 대흥로2길 41 은강어린이집,02-702-4002,02-702-4002,4,289,1,7,8,49,22,37.54126674,126.9391497,미운영,www.eunkang91.ukid.kr,1991-05-09,,,
서울특별시,마포구,공덕어린이집,국공립,정상,4185.0,서울특별시 마포구 효창목5길 18 (공덕동),02-716-2234,02-704-3390,5,195,1,7,10,49,28,37.54794343,126.9611407,미운영,http://cafe.naver.com/gongduk8,1993-09-02,,,
서울특별시,마포구,행화어린이집,국공립,정상,4129.0,"서울특별시 마포구 마포대로 195 아현동, 마포래미안푸르지오 2단지 어린이집",02-393-0409,02-393-0332,5,174,1,8,13,55,44,37.55392866191846,126.95464669800128,미운영,,1998-03-02,,,
서울특별시,마포구,도화어린이집,국공립,정상,4169.0,서울특별시 마포구 새창로4다길 18 (도화동),070-4607-4607,02-711-7271,6,195,2,16,19,65,56,37.54084144,126.9520646,미운영,,1994-10-01,,,
서울특별시,마포구,구립 망원어린이집,국공립,정상,4018.0,서울특별시 마포구 동교로 47-9 ,02-338-2232,02-338-2293,5,173,1,10,14,57,37,37.55309534,126.9072163,미운영,http://mangwon.ukid.kr,1994-07-12,,,
서울특별시,마포구,상수어린이집,국공립,정상,4074.0,서울특별시 마포구 독막로12길 38 (당인동),02-323-5045,02-323-7247,5,205,2,16,7,38,16,37.54616173,126.9195358,미운영,http://sangsu.ukid.kr,1992-03-12,,,
서울특별시,마포구,신석어린이집,국공립,정상,4091.0,서울특별시 마포구 대흥로 11 (현석동),02-704-2269,02-704-2279,10,481,4,27,31,150,132,37.5431899,126.9347839,미운영,http://cafe.daum.net/shinsukdc,1999-03-02,,,
서울특별시,마포구,대흥어린이집,국공립,정상,4111.0,서울특별시 마포구 백범로 79 ,02-3273-7859,0504-236-7668,6,287,1,15,12,74,38,37.54866330390449,126.9405984276854,미운영,,1998-01-01,,,
서울특별시,마포구,구립 동교어린이집,국공립,정상,4056.0,서울특별시 마포구 와우산로37길 16 동교 어린이집 (동교동),02-338-8907,02-326-1698,4,133,1,9,7,20,12,37.55625753,126.9300912,미운영,,1995-11-01,,,
서울특별시,마포구,합정어린이집,국공립,정상,4083.0,서울특별시 마포구 양화진길 43 (합정동),02-338-0922,02-338-3303,5,262,1,12,10,45,23,37.54667462,126.9123934,미운영,https://iseoul.seoul.go.kr/homepage/main.do?stCode=11440000040,1997-06-17,,,
서울특별시,마포구,동심영재어린이집,민간,정상,3955.0,서울특별시 마포구 월드컵로31길 78 (망원동),02-322-7826,02-332-7826,7,262,1,14,15,95,70,37.5603134793,126.900772213,미운영,,2005-04-28,,,
서울특별시,마포구,아현어린이집,국공립,정상,4113.0,서울특별시 마포구 신촌로 210 (아현동),02-312-5539,02-363-0746,8,468,1,16,16,58,47,37.556714922373736,126.94894663477248,미운영,,1992-09-15,,,
서울특별시,마포구,마포구청 직장어린이집,직장,정상,3937.0,서울특별시 마포구 월드컵로 212 마포구청 1층,02-302-8754,--,8,425,2,15,17,73,39,37.56633427,126.9020775,미운영,http://cafe.naver.com/mpwoccc,2005-02-28,,,
서울특별시,마포구,구립 용강어린이집,국공립,정상,4166.0,서울특별시 마포구 토정로37가길 34 ,02-704-3386,02-704-3362,5,214,1,8,14,81,52,37.540753720954015,126.9430125593006,미운영,,2006-03-07,,,
서울특별시,마포구,연남어린이집,국공립,정상,3975.0,서울특별시 마포구 연남로7길 32-10 ,02-322-6180,02-322-6182,5,438,1,16,11,47,34,37.56397299,126.9184139,미운영,,1993-09-23,,,
서울특별시,마포구,성산누리어린이집,국공립,정상,3953.0,서울특별시 마포구 월드컵로 215 성산종합사회복지관 1층,02-307-8453,02-307-8610,5,257,3,8,15,85,69,37.5651569511,126.90043528,미운영,http://cafe.daum.net/ewha3078453,1992-01-02,,,
서울특별시,마포구,성미산어린이집,협동,정상,3968.0,서울특별시 마포구 성미산로7안길 44 (성산동),02-6082-6060,070-8955-6060,4,122,1,0,12,39,32,37.56008015783017,126.91099044231298,미운영,https://sungmisankid.modoo.at,2006-05-15,,,
서울특별시,마포구,삼성래미안어린이집,민간,정상,4142.0,서울특별시 마포구 마포대로7길 22 삼성래미안공덕3차아파트 복지관1층 (공덕동),02-3275-3273,02-716-8776,4,130,1,7,16,33,23,37.54842476,126.9517808,미운영,snowindsno@hanmail.net,2005-10-26,,,
서울특별시,마포구,육영몬테소리어린이집,민간,정상,3988.0,서울특별시 마포구 성미산로 116-7 ,02-325-7755,02-322-0790,4,136,0,9,0,21,0,37.56212939,126.9202741,미운영,,2003-12-01,,,
서울특별시,마포구,중앙어린이집,가정,정상,4011.0,서울특별시 마포구 망원로 84-5 중앙어린이집 (망원동),02-333-0363,0504-161-8053,4,71,0,5,7,20,9,37.5573459,126.9062861,미운영,키즈노트,1997-07-21,,,
서울특별시,마포구,해맑은어린이집,민간,정상,4204.0,서울특별시 마포구 마포대로20길 26 공덕2차 삼성래미안아파트 단지내,02-3275-1113,02-3275-1119,3,88,3,5,10,30,26,37.54673365,126.9509851,미운영,,2002-12-27,,,
서울특별시,마포구,온누리어린이집,민간,정상,4127.0,서울특별시 마포구 숭문길 106 상록 아파트 관리동 1층,02-3273-2021,02-3273-2022,5,131,1,6,5,37,7,37.550925964,126.9467981566,미운영,,2008-06-01,,,
서울특별시,마포구,이삭어린이집,민간,정상,3948.0,서울특별시 마포구 월드컵북로 167-6 (성산동),02-309-8153,02-309-8152,7,292,2,11,13,89,46,37.56696261216236,126.90947002520784,운영,,2003-03-10,,,
서울특별시,마포구,아기나라어린이집,가정,정상,3960.0,서울특별시 마포구 월드컵로31길 77 (망원동) 우림아파트 106호,02-324-0966,02-3413-0966,3,75,0,4,1,19,0,37.55964215442128,126.90121110859866,미운영,,1995-11-07,,,
서울특별시,마포구,피노키오어린이집,민간,정상,4013.0,서울특별시 마포구 월드컵로15길 59 (망원동),02-332-9894,--,6,206,1,15,11,89,45,37.55436764,126.9079028,미운영,http://pinokio.ukid.kr,1996-05-16,,,
서울특별시,마포구,행복한 어린이집,가정,정상,4017.0,"서울특별시 마포구 망원로2길 103 104동 106호(망원동, 대림1차아파트)",02-3144-2302,02-3144-2302,3,85,0,4,6,19,12,37.55342622586664,126.90511802959104,미운영,,2004-02-25,,,
서울특별시,마포구,강변어린이집,민간,정상,4092.0,서울특별시 마포구 신수로 15 강변힐스테이트 관리동 (현석동),02-707-3407,--,4,87,0,4,6,27,12,37.54334028,126.9328773,미운영,http://cafe.naver.com/kblove3407,2004-04-22,,,
서울특별시,마포구,또바기어린이집,협동,정상,4025.0,서울특별시 마포구 월드컵로5길 33-18 합정동,02-333-4421,02-333-4421,4,103,0,0,12,38,30,37.5508367025904,126.91052924923524,미운영,ddobagikids.info,2005-10-17,,,
서울특별시,마포구,유아교실어린이집,가정,정상,4133.0,서울특별시 마포구 마포대로 195 마포래미안푸르지오아파트 205동 104호,02-392-6506,--,3,81,0,4,6,20,13,37.54990451,126.9499833,미운영,www.cyworld.com/shp1104,1992-08-21,,,
서울특별시,마포구,꿈나무어린이집,가정,정상,4129.0,"서울특별시 마포구 마포대로 195 , 404동 103호(아현동, 마포래미안푸르지오아파트)",02-313-3636,02-6012-5861,4,58,0,4,7,20,13,37.55394364183116,126.95264073161256,미운영,,1997-12-19,,,
서울특별시,마포구,키즈동화나라어린이집,가정,정상,4153.0,서울특별시 마포구 독막로 266 102동 103호,02-3273-7948,02-3273-7948,3,62,0,5,7,20,17,37.54479195,126.9426044,미운영,,1999-12-15,,,
서울특별시,마포구,삼성푸른어린이집,가정,정상,4187.0,"서울특별시 마포구 만리재로 74 204동 102호(신공덕동, 삼성래미안아파트)",02-712-5543,--,4,53,0,4,6,19,15,37.54649629,126.9581665,미운영,,2005-08-30,,,
서울특별시,마포구,다연어린이집,가정,정상,4105.0,"서울특별시 마포구 마포대로11길 84 1동 110호(공덕동,마포현대아파트)",02-712-8998,02-712-8995,3,66,0,4,4,20,8,37.55536977,126.9427673,미운영,,1999-03-02,,,
서울특별시,마포구,벧엘어린이집,가정,정상,3944.0,"서울특별시 마포구 성암로 79 201동 107호(중동, 현대아파트)",02-3142-4750,02-333-6443,3,49,2,4,1,19,0,37.57056752,126.908513,운영,,1999-05-19,,,
서울특별시,마포구,아이사랑 어린이집,가정,정상,4179.0,"서울특별시 마포구 삼개로 38 8동 109호(도화동, 도화우성아파트)",02-712-0849,02-712-0849,4,112,0,5,5,20,9,37.53643485,126.9470436,미운영,,2004-06-11,,,
서울특별시,마포구,현대키즈어린이집,가정,정상,4092.0,"서울특별시 마포구 신수로 15 110동 102호(현석동, 현대홈타운)",02-6383-9691,02-6382-9691,3,60,0,5,1,20,0,37.54334028,126.9328773,미운영,http://cyworld.com/63839691,2000-08-22,,,
서울특별시,마포구,다솜어린이집,가정,정상,3943.0,"서울특별시 마포구 성암로 91 102동 103호(중동, 현대아파트)",02-307-3250,02-307-3250,3,82,0,4,6,20,9,37.57131760270428,126.90661670926856,미운영,,2002-11-21,,,
서울특별시,마포구,곤지곤지어린이집,가정,정상,3935.0,"서울특별시 마포구 월드컵북로 260 15동 106호(성산동, 성산시영)",02-303-3644,02-303-3644,3,100,0,4,7,13,13,37.56851718,126.908655,미운영,,2002-12-26,,,
서울특별시,마포구,캐비스쿨예랑어린이집,가정,정상,3935.0,"서울특별시 마포구 월드컵북로 260 30동 101호(성산동, 성산시영)",02-306-0070,02-302-0070,3,32,0,3,5,12,12,37.5689245,126.9027311,미운영,http://cafe.daum.net/kabyyelang,2005-08-09,,,
서울특별시,마포구,꾸러기키즈 어린이집,가정,정상,4153.0,"서울특별시 마포구 독막로 266 113동 103호(대흥동, 마포태영아파트)",02-704-1025,02-704-1025,4,143,3,5,6,20,12,37.54479195,126.9426044,미운영,,2003-10-28,,,
서울특별시,마포구,아이꿈터어린이집,가정,정상,4006.0,서울특별시 마포구 희우정로17길 11 102동 102호,070-8824-6333,02-338-6333,3,60,0,4,4,20,6,37.5541606,126.9006422,미운영,,2004-11-11,,,
서울특별시,마포구,우리어린이집,협동,정상,3968.0,서울특별시 마포구 성미산로 25-6 ,02-324-0933,02-324-0933,6,106,0,0,11,37,23,37.55899917057753,126.91126788424135,미운영,https://woori1994.modoo.at,2005-06-10,,,
서울특별시,마포구,성미어린이집,국공립,정상,3966.0,서울특별시 마포구 월드컵북로15안길 19 (성산동)성미어린이집,02-3141-2833,02-3141-2833,6,242,1,33,16,68,60,37.56287047,126.9112944,미운영,https://cafe.naver.com/seoungmi,1994-12-20,,,
서울특별시,마포구,성산어린이집,국공립,정상,3946.0,서울특별시 마포구 월드컵북로30길 14 (성산동),02-302-3221,02-375-6330,7,272,2,16,21,99,78,37.56851635,126.9086618,미운영,,1982-12-13,,,
서울특별시,마포구,보내고싶은 어린이집,가정,정상,3968.0,서울특별시 마포구 월드컵로26길 57 이움아파트 102호 (성산동),02-336-5254,02-336-5254,3,60,1,7,5,20,10,37.55962783,126.9106296,미운영,,2006-11-01,,,
서울특별시,마포구,참나무어린이집,협동,정상,3939.0,서울특별시 마포구 새터산길 35 ,02-3141-4271,02-376-3141,4,124,1,0,9,39,26,37.56643792443564,126.90675862906625,미운영,http://chamnamoo.org/,2009-01-29,,,
서울특별시,마포구,기쁜샘어린이집,가정,정상,4153.0,"서울특별시 마포구 독막로 266 105동 101호(대흥동, 마포태영아파트)",070-7631-2025,02-702-2026,3,84,0,4,6,20,7,37.54479195,126.9426044,미운영,,2007-01-09,,,
서울특별시,마포구,하늘빛어린이집,가정,정상,3956.0,서울특별시 마포구 월드컵로31길 103 (망원동) 101호,02-336-2303,--,3,58,0,4,6,19,10,37.5593646638,126.8996280974,미운영,,2010-03-05,,,
서울특별시,마포구,아이빛어린이집,민간,정상,4069.0,서울특별시 마포구 독막로 145 아이빛어린이집,02-3144-0007,02-6959-1101,8,751,1,16,21,138,138,37.54824869,126.9297439,미운영,,2008-02-04,,,
서울특별시,마포구,구립 노을어린이집,국공립,정상,3906.0,"서울특별시 마포구 월드컵로42길 12 805동 1층(상암동, 상암월드컵파크8단지아파트)",02-305-9880,02-305-9901,4,159,3,8,10,47,35,37.57757187,126.882867,미운영,,2008-04-01,,,
서울특별시,마포구,해가람어린이집,국공립,정상,4201.0,서울특별시 마포구 마포대로26길 19 ,02-393-9544,02-393-9545,5,230,2,15,13,68,42,37.55498163612605,126.95876441247286,미운영,,2008-10-01,,,
서울특별시,마포구,바론어린이집,가정,정상,121824.0,"서울특별시 마포구 방울내로9안길 57 101동 101호(망원동, 동원데자뷰아파트)",02-336-1338,02-336-1338,3,69,0,5,8,20,12,37.56045813,126.900183,미운영,,2008-12-29,,,
서울특별시,마포구,늘푸른어린이집,국공립,정상,4081.0,서울특별시 마포구 토정로 148-14 ,02-3141-2643,02-3141-2644,5,249,2,15,1,79,0,37.545084131924696,126.92701782091476,미운영,,2009-04-01,,,
서울특별시,마포구,마포삼성어린이집,가정,정상,4170.0,서울특별시 마포구 도화길 28 마포삼성아파트 103-104,02-6080-6008,070-7649-9979,3,48,0,5,6,18,12,37.53992631062361,126.94981377985272,미운영,,2009-02-18,,,
서울특별시,마포구,공덕삼성어린이집,민간,정상,4145.0,서울특별시 마포구 마포대로 115-12 공덕삼성아파트 관리동 내,02-706-2727,02-719-6969,8,219,2,16,7,79,18,37.54673365,126.9509851,미운영,gdsamsung@hanmail.net,2009-02-25,,,
서울특별시,마포구,나무어린이집,가정,정상,4179.0,"서울특별시 마포구 삼개로 38 우성아파트, 3-112",070-8254-5458,--,4,64,1,5,9,18,14,37.53666148342089,126.94711152072536,미운영,sook591028@naver.com,2009-03-09,,,
서울특별시,마포구,가온어린이집,가정,정상,3952.0,"서울특별시 마포구 모래내로9길 6 101동 102호(성산동, 월드컵아이파크)",02-3142-6255,02-325-1919,4,82,1,4,8,19,17,37.56746937,126.9146256,미운영,,2009-04-15,,,
서울특별시,마포구,상암누리어린이집,국공립,정상,3905.0,서울특별시 마포구 상암산로1길 71 마포육아종합지원센터내 1층 (상암동),02-304-3434,02-304-1188,5,175,1,8,13,65,57,37.58053112,126.8835632,미운영,없음,2009-10-16,,,
서울특별시,마포구,다원어린이집,국공립,정상,4089.0,서울특별시 마포구 독막로 192 (신수동),02-702-2992,02-702-2662,3,241,2,5,11,55,42,37.54713528,126.9350548,미운영,http://cafe.naver.com/gulipdawon,2009-11-26,,,
서울특별시,마포구,우리은행 어린이집,직장,정상,3921.0,서울특별시 마포구 월드컵북로60길 17 우리금융상암센터 2층 보육시설,02-3151-3865,02-3151-3867,3,128,0,5,10,48,15,37.58341812,126.8859588,미운영,www.puruni.com/wooribank,2010-02-26,,,
서울특별시,마포구,다예린어린이집,가정,정상,3935.0,"서울특별시 마포구 월드컵북로 260 27동 104호(성산동, 성산시영)",02-309-0279,0504-182-3704,2,50,0,3,3,11,2,37.5689245,126.9027311,미운영,,2010-06-07,,,
서울특별시,마포구,사랑숲어린이집,민간,정상,3916.0,서울특별시 마포구 월드컵북로 502-37 월드컵파크 11단지 관리동 1층 (상암동),02-302-8050,02-373-8050,4,103,0,5,9,37,23,37.58752951,126.8812915,미운영,,2010-08-09,,,
서울특별시,마포구,태영어린이집,가정,정상,4153.0,"서울특별시 마포구 독막로 266 108동 101호(대흥동, 마포태영아파트)",02-716-1026,02-703-4353,4,51,2,4,5,19,7,37.54479195,126.9426044,미운영,,2010-08-30,,,
서울특별시,마포구,하늘어린이집,민간,정상,3918.0,서울특별시 마포구 월드컵북로 502-36 월드컵파크 10단지 관리동 1층 (상암동),02-307-3332,--,4,120,0,8,10,39,24,37.58540429,126.8821793,미운영,,2010-09-01,,,
서울특별시,마포구,다온어린이집,가정,정상,3918.0,"서울특별시 마포구 월드컵북로 502-36 1013동 103호(상암동, 월드컵파크 10단지)",02-305-9820,--,3,85,0,4,7,19,12,37.58540429,126.8821793,미운영,,2010-09-03,,,
서울특별시,마포구,코코엔젤어린이집,가정,정상,3935.0,"서울특별시 마포구 월드컵북로 260 20동 109호(성산동, 성산시영)",02-302-3644,02-302-3644,3,32,0,3,4,12,6,37.5689245,126.9027311,미운영,,2010-10-04,,,
서울특별시,마포구,사랑나무 어린이집,가정,정상,3957.0,"서울특별시 마포구 방울내로 36 101동 102호(망원동, 두영이지안)",02-334-2240,02-334-2240,4,62,0,4,6,20,7,37.55841439,126.8998712,미운영,,2010-11-30,,,
서울특별시,마포구,깊은샘영재 어린이집,민간,정상,3939.0,서울특별시 마포구 새터산길 1-6 ,02-308-4390,02-6337-4397,8,305,3,13,22,115,87,37.56503407,126.9068337,운영,,2010-11-29,,,
서울특별시,마포구,키즈랜드 어린이집,민간,정상,3915.0,서울특별시 마포구 월드컵북로 502-7 월드컵파크 12단지 관리동 1층 (상암동),02-307-5233,02-307-5234,4,104,0,8,9,26,24,37.58635334,126.8798316,미운영, https://www.kidsnote.com,2010-12-09,,,
서울특별시,마포구,새별어린이집,가정,정상,4020.0,서울특별시 마포구 희우정로 60-8 1층 (합정동),02-322-3208,--,3,81,0,4,5,16,12,37.55201385,126.9052448,미운영,,2011-06-13,,,
서울특별시,마포구,성원아이뽀어린이집,가정,정상,4090.0,"서울특별시 마포구 독막로28길 7 101동 104호(신수동, 신수동성원아파트)",02-711-0125,--,3,99,0,4,6,20,11,37.54676126,126.9375464,미운영,,2011-06-15,,,
서울특별시,마포구,누리꿈어린이집,민간,정상,4194.0,서울특별시 마포구 백범로 205 펜트라우스 104동 1층,02-3275-1123,--,4,240,1,7,11,49,33,37.55014205,126.9600249,미운영,,2011-06-22,,,
서울특별시,마포구,성균관어린이집,가정,정상,4011.0,"서울특별시 마포구 월드컵로23길 32-3 101호(망원동, 망원동다세대주택)",02-326-1212,02-326-1212,3,55,0,3,3,19,2,37.55648392572872,126.9070245448954,미운영,,2011-11-22,,,
서울특별시,마포구,우리마포어린이집,국공립,정상,4103.0,서울특별시 마포구 신촌로26길 10 ,02-702-3100,02-702-3101,5,195,2,11,22,64,38,37.55548265822227,126.94132289719596,미운영,,2011-12-15,,,
서울특별시,마포구,상암햇살어린이집,국공립,정상,3920.0,서울특별시 마포구 성암로 330 ,02-305-7722,02-305-7780,4,131,1,8,9,45,29,37.5847018398018,126.885868493761,미운영,,2012-02-01,,,
서울특별시,마포구,해달별어린이집,가정,정상,3935.0,서울특별시 마포구 월드컵북로 260 시영아파트 31동 110호,02-307-3252,02-307-3252,3,31,0,3,3,11,2,37.5709035041801,126.903059366193,미운영,,2012-02-29,,,
서울특별시,마포구,꼬마숲어린이집,가정,정상,3951.0,서울특별시 마포구 모래내로9길 30 건영월드컵아파트101-104,02-374-2387,070-8220-2387,4,79,0,4,7,18,18,37.5684486027764,126.911316563064,미운영,http://www.littleforest.co.kr/home/Shiroyama/default.asp,2012-02-29,,,
서울특별시,마포구,한솔교육&CJ키즈빌어린이집,직장,정상,3908.0,서울특별시 마포구 월드컵북로 361 5층,02-6393-0640,02-6393-0642,5,231,0,16,18,49,38,37.5770955830697,126.891382027649,미운영,https://hansol-hscj.kidsnote.ac,2012-03-02,,,
서울특별시,마포구,꿈에그린어린이집,가정,정상,4210.0,서울특별시 마포구 마포대로10길 22 한화꿈에그린아파트 101-104,02-702-0222,--,3,54,0,4,6,20,16,37.5472718831948,126.955207450862,미운영,,2012-03-29,,,
서울특별시,마포구,영풍키즈어린이집,가정,정상,4092.0,서울특별시 마포구 토정로 198 영풍아파트 102-101,02-704-0031,02-704-0031,3,58,0,4,7,20,12,37.544864373862,126.932871861164,미운영,,2012-04-03,,,
서울특별시,마포구,한울어린이집,가정,정상,4182.0,"서울특별시 마포구 새창로 52 106-101(도화동, 도화동현대아파트)",02-702-3360,--,3,55,0,4,7,20,16,37.5390182349571,126.953800473575,미운영,,2012-04-10,,,
서울특별시,마포구,꿈나래어린이집,가정,정상,3936.0,"서울특별시 마포구 월드컵북로 235 25동 105(성산동, 성산시영아파트)",02-304-3644,--,3,42,0,3,5,11,7,37.5696987915,126.9014162938,미운영,,2012-06-20,,,
서울특별시,마포구,구립 키움어린이집,국공립,정상,4057.0,서울특별시 마포구 신촌로12길 11 신촌성결교회내,02-338-5671,02-334-2635,3,381,0,12,10,49,34,37.555532274626415,126.9331608528343,미운영,eyoung1017@hanmail.net,2012-08-07,,,
서울특별시,마포구,성산1동꼬마숲어린이집,민간,정상,3978.0,서울특별시 마포구 성미산로11길 5 ,02-335-6694,02-2088-6694,4,219,0,6,12,49,32,37.56081203297945,126.91645511092494,미운영,http://cafe.daum.net/seongsan1dong,2012-10-25,,,
서울특별시,마포구,푸른숲어린이집,민간,정상,4080.0,서울특별시 마포구 토정로 158 관리동 1층,02-3142-5353,070-4032-5155,3,81,2,5,7,28,16,37.54492667298629,126.92858090901498,미운영,,2012-11-08,,,
서울특별시,마포구,하랑어린이집,민간,정상,4013.0,서울특별시 마포구 월드컵로13길 19-16 ,02-6379-7942,--,5,115,0,6,7,43,16,37.555144388661134,126.90872059188742,미운영,,2013-02-01,,,
서울특별시,마포구,애플그린어린이집,민간,정상,4208.0,서울특별시 마포구 만리재옛길 60 1층,02-707-2220,02-707-2220,5,77,0,5,0,28,0,37.548797330550485,126.95775039745236,미운영,,2013-02-19,,,
서울특별시,마포구,WITH MOM어린이집,직장,정상,3926.0,서울특별시 마포구 상암산로 82 ,02-6933-7901,02-6933-7902,3,151,0,5,12,49,22,37.57969176745656,126.89283180825603,미운영,"www.puruni,com/withmom",2013-02-25,,,
서울특별시,마포구,정다운키즈어린이집,가정,정상,4028.0,서울특별시 마포구 희우정로 27 ,02-338-3892,--,4,51,1,5,0,19,0,37.549615133267295,126.9077361338462,미운영,,2013-03-12,,,
서울특별시,마포구,상암하늘빛어린이집,국공립,정상,3906.0,서울특별시 마포구 월드컵로42길 2 ,02-323-6796,--,4,120,1,13,0,20,0,37.57750767266575,126.8815596890829,미운영,,2013-03-01,,,
서울특별시,마포구,삼성이솝어린이집,가정,정상,4164.0,서울특별시 마포구 토정로32길 11 101-103,02-703-1418,02-703-1418,4,58,0,4,7,20,11,37.53984812154705,126.94098560479313,미운영,,2013-07-19,,,
서울특별시,마포구,이든어린이집,가정,정상,3936.0,"서울특별시 마포구 월드컵북로 235 7-103 (성산동,성산시영아트)",070-4139-6095,--,3,37,0,4,6,13,13,37.5696987915,126.9014162938,미운영,http:'//cafe.naver.com/edenchildrenhouse,2013-10-31,,,
서울특별시,마포구,신공덕삼성 어린이집,가정,정상,4193.0,"서울특별시 마포구 백범로37길 12 106-101(신공덕동, 신공덕1차삼성래미안아파트)",02-716-0101,--,3,63,0,4,6,19,8,37.54266926367215,126.95565266946679,미운영,,2014-02-17,,,
서울특별시,마포구,MBC푸르니어린이집,직장,정상,3925.0,서울특별시 마포구 성암로 267 ,02-789-2205,02-789-1765,6,260,2,21,21,72,54,37.58112504285025,126.89099023854854,미운영,http://www.puruni.com/mbc/,2014-02-27,,,
서울특별시,마포구,청아어린이집,국공립,정상,4166.0,서울특별시 마포구 토정로35길 17 ,02-3273-7979,02-3273-7978,4,124,0,8,12,45,34,37.54078300993938,126.94396753293334,미운영,,2014-03-17,,,
